Gene Symbol	Gene ID	
ZADH2	100737192	
VDR	396628	
CTTNBP2	100517505; 100125379	
CHGB	397154	
TTI2	100526252	
AGT	100127472; 100157073	
SOX14	100525955	
ssc-mir-106a	-	
MAL	-	
C15ORF62	-	
RBL1	100153296	
IL4R	397614	
AGPAT4	100156632	
HLCS	100515056	
MLLT4	100514741	
ZFYVE1	100154908	
CDC26	-	
ASIP	414439	
VKORC1	100522924	
DYNLRB1	100156707	
GNA12	100525156	
TRDV3	-	
TACR3	100521983	
DNMT1	606746	
OR4D11	-	
DPYS	100156500	
UFC1	100157692	
RIOK1	100157926	
AFTPH	100518778	
MIER3	-	
CDKL3	102163319	
CORO1C	100156622	
SMAD3	397260	
U6	-	
RPL22	-	
BRP44	-	
KCNJ4	100523060	
MMP15	100514105	
U6	-	
SS18L2	100523140	
RNF39	100141418	
ADAMTS12	100511353; 102163256	
CCDC13	100153739	
CALM1	100154056	
UQCRFS1	-	
PNPLA1	100154642	
IFN-DELTA-10	100152129	
HKA1	-	
C2ORF88	-	
FES	100155631	
CXORF41	-	
CD28	100515419	
TCEAL4	100153499	
PIGH	100151845	
KCNIP3	100524248	
PRR16	100524363	
PPY	397272	
DHPS	100519413	
CACHD1	100152916; 100522413	
CSTF2T	100157243	
TOX3	100519713	
PPFIBP1	100516194	
MFI2	100156949	
VLDLR	733630	
ANKRD44	100620944	
GYLTL1B	100517024	
TMEM9B	100517666	
P2Y6R	-	
KIAA1383	-	
ABCC9	100127449	
DNAJC21	100513694	
SRSF6	768102	
SBF1	100518017	
C7ORF25	-	
METTL10	100521159	
PPP2CB	397136	
RHOD	-	
LXR	-	
LIN7C	100518294	
ssc-mir-122	-	
MTRR	100516580	
RASGEF1A	100156683	
MCOLN3	100049666	
TLR10	594850	
PPAP2C	100233200	
EPB41	100515614	
WBSCR22	100525688	
RRP15	100622345	
BUB3	100156053	
RGS7	100521144	
5S_rRNA	-	
DNAJC17	100156179	
UPK1B	100144488	
U6	-	
KIAA1407	100514921	
DLGAP2	100523643	
UTP6	100524172	
C-ERBA-B1	396776	
PDGFA	100126841; 100519764	
CREBBP	100515370; 100620215	
BRP44	-	
USP54	100518042	
SELE	397508	
GUK1	100513720	
FBXL18	100515369	
RGS16	397544	
TMEM48	-	
CRKL	100525363	
SLC25A25	100156347	
SNORA70	-	
MME	100511536	
CCDC136	100519523	
C22ORF33	-	
CYBASC3	-	
CNTN5	100519379	
CSRP2	-	
SPIC	100738994	
NIPSNAP3A	100154081	
THNSL1	100517488	
MYH9	396904	
LAYN	100513941	
U6	-	
CREB	-	
CPPED1	100627178	
GNS	100623722	
NGLY1	100522951	
REST	100520754	
KIAA1430	100518043	
C10ORF116	-	
CDH19	100156008; 100518408	
XRCC6	100154200	
C5ORF63	-	
AIP	100511065	
MTMR11	100153767	
C6ORF57	-	
PPIL2	100157972	
IDH1	100170146	
IGSF9	100625319	
MFSD8	100516866	
GLO1	100156085	
KAT2A	100524215	
ST5	100518206	
TTC1	100519063	
CCDC3	100510975	
THTPA	-	
ssc-mir-150-2	-	
PLCB4	100516581; 100153085	
CNPY3	100126290	
ZNRD1	100152094	
FBXO8	100516833	
EAF1	100517678	
DOM3Z	100124385	
GCA	100736670	
TBCA	100523593	
ZBP1	100144524	
TYK2	397363	
APN	-	
ELMO2	100624052	
INPP5A	100512501	
WBP5	100513331	
MYO5B	100521829	
SNRPB	-	
CSN1S2	445515	
IL7	397253	
ACVR1C	100156756	
OR51F2	-	
CDH9	100626823	
U6	-	
ACTR6	100620672	
ATP9B	100154901	
QRFP	100524361	
COL6A3	100101551	
SLCO2B1	102160472	
P2Y4R	-	
PPP1R18	100151743	
NIPSNAP3A	100154081	
TEX11	100739555	
DNAJA2	100521133	
TCTN3	100157208	
U6atac	-	
TRANK1	102161776	
SIRT2	100125964	
GABARAP	100462752	
MARCH7	100152338	
7SK	-	
U6	-	
SMARCA4	100126854	
GPR56	100515029	
PRRX2	100521241	
GTF2B	100155974	
SLC26A5	100190993	
ANGPT1	397009	
PEX19	100154884	
7SK	-	
RCSD1	100152372	
ARMC2	100523341	
C1ORF27	-	
RHBDF1	100517883	
ITPK1	100152339	
FGF2	397643	
SDF2	100625663	
DPY19L4	100155024	
SMARCA1	100188905	
TBC1D17	100519431	
SLC16A14	100519114	
SCARNA15	-	
INO80	100517567	
STXBP1	100157141; 100517927	
KDR	397311	
ATM	100101922	
FLNB	414394	
ITPR2	102161905	
SNORD112	-	
ANKS6	100152629	
FAM110A	-	
RBMS2	100522738	
CENPT	100520788	
CDX2	100127132	
U6	-	
FZD7	100513691	
C9ORF129	-	
PGAM1	100154776	
MLST8	100738908	
RHOC	100520019	
ADSL	100170844	
CH242-216C10.4	-	
NEUROG1	100511625	
C22ORF25	-	
GTSE1	100520739	
SYCP2	100134968	
PTGR1	397678	
HKA1	-	
TMEM182	100515134	
TP53INP2	100152247	
SNORA72	-	
STK16	100153147	
GULP1	100511723	
LMAN2	-	
GABBR1	100141417	
PFKP	100521394	
CAPS2	-	
CDK20	100157041	
MBD1	100156150	
FXN	-	
SARS	100155484	
TRAF2	100513840	
ZSCAN20	100522553	
HNF1B	397002	
U4	-	
B3GNT1	100518412	
PCP4L1	100523600	
LRRC38	100514055	
ATP11C	100523658	
LZTR1	100525839	
NPAS3	100621114; 100739785	
ZSWIM3	100152744	
FAM178B	100511445	
AKIRIN1	-	
FAM20B	100523629	
TUSC3	100156093	
TANC1	100523471	
SLC7A9	100037973	
C8ORF40	-	
ssc-mir-423	-	
VAMP4	100512732	
ABTB2	100512455	
ZBTB10	100151888	
UFD1L	-	
INO80D	100157743	
B4GALT1	100511655	
POFUT1	397627	
ZDHHC9	100523109	
RBM42	100520432	
PAX5	100520167	
EIF3L	100515608	
VPS37C	100511491	
C3ORF18	-	
PREPL	100526165	
SMPD4	100152725	
GSS	100152660	
MICU1	100155980	
UTP15	100515474	
PCIF1	100153535	
C6ORF192	-	
UBOX5	100154685	
FAM105A	100518874	
7SK	-	
CETN2	-	
ZCCHC7	100520354	
BCL2L2	100154044	
YOD1	100520400	
CRP	396842	
LUC7L	100737615	
C11ORF61	-	
AGAP3	100625238	
RAB3B	100514585	
FMNL2	100518696	
EGR-1	397332	
DCP2	100516785	
TOM1L1	100522701	
KDM4B	100515188; 100511181	
NALCN	100525356; 100736610	
CYP2A6	-	
TRPC1	100156938	
AR	397582	
C3ORF17	-	
CXorf36	-	
G0S2	-	
DNAJC14	100151876	
CASP14	100518472	
MYCN	100518190	
SMUG1	100153912	
TSPAN9	768114	
PBX4	100514093	
BARX2	100516284	
ITGAV	397285	
U1	-	
AIFM2	100153541	
U2AF1	-	
ADM2	100517471	
ITPR2	102161905	
ATP5G3	100513629	
KLHDC4	100511452	
AUTS2	100515305; 100515476	
NTF4	100511085	
CH242-264H3.1	-	
CH242-227G20.2	-	
ATG16L1	100462746	
CNG-1	397366	
ORC2	-	
RHOB	100144503	
PIK3CD	100518131	
CA9	100152792	
RILPL1	100152494	
PNCK	100337678	
CDK7	100310797	
NEUROD4	100151884	
SMTN	414369	
ssc-mir-9-1	-	
TBC1D8B	100516411	
NIPSNAP3A	100154081	
JPH3	100512414	
RASD1	-	
MMP14	397471	
RGL1	100515847; 100516213	
SLC6A7	100516251	
KCNE3	397168	
SRGAP2	100518625	
ETV6	100157726	
C7	397526	
TPR	100520507	
TM7SF3	100156281	
ZNF674	-	
ENOX1	100525605	
PTPRCAP	100511860	
DYRK3	-	
U6	-	
ARHGEF26	100626582	
DNAJC16	100519845	
RAB20	100737446	
COX16	-	
SNORA15	-	
PLEKHJ1	100514627	
MAGEB10	-	
TMP-SLA-3	-	
CAPS	100514564	
IL20RB	100620875	
C1ORF38	-	
ZNF451	100155018	
DCLRE1B	100516672	
U8	-	
EIF3L	100515608	
MT-ND3	-	
LAMTOR3	100526122	
GDPD2	100516309; 100157837	
SERPINB8	100156248	
STAUFEN	100049686	
INSIG1	403162	
RIC8A	100517519	
TOPORS	100513812	
KATNA1	-	
SDCCAG8	100513423	
TRMT5	100519406	
APOOL	-	
MED13L	100151978	
PDYN	445529	
MRPS11	414415	
EFCAB4B	100625935	
U3	-	
PTMAP	-	
OTX2	100512643	
ZMYM5	100520328	
RAB13	100154707	
SFTA2	100520390	
RALY	100157085	
HSD17B13	100626886	
MRTO4	100511136	
CHKA	100524478	
CHODL	100520642	
FAM131C	-	
LRRTM1	100520483; 100520666	
NNMT	100144485	
MLXIP	100156510	
SNORA31	-	
PAPPA	-	
KRAS	100518251	
STAM	100523271	
BHLHE41	100626912	
ZC3H13	100521395	
NDST2	100151795	
PMPCB	100514358	
CEP112	100523204	
U6	-	
HP	397061	
ITGA4	100521477	
GTF2B	100155974	
TFB1M	100147809	
DTWD1	100153076	
TMPRSS2	100739292	
CYP2J2	-	
IRF3	396656	
MMP-2	-	
ADIPOR2	404694	
ANGPTL2	100126164	
UPF3B	-	
MARVELD2	100516404	
CALR	100381266	
C10ORF28	-	
C8G	-	
SNORA18	-	
SLC6A8	100302506	
RIC8B	100154459	
U6	-	
MMP25	396939	
C7ORF42	-	
U6	-	
YME1L1	-	
SLC25A37	100153622	
RABGGTB	-	
LXN	100620551	
MT-ND4	-	
SNORA33	-	
MYH1	100125538	
USP47	100519588	
CRISP-1	-	
RNF5	100144528	
OR2L13	-	
BTNL3	-	
KIAA0355	100511994	
G2E3	100153402	
USP30	100153782	
CASD1	100521674	
NLRP12	100523066	
SDK2	100518574	
GLT8D1	100158029	
IL9	100144594	
RBBP7	100519001	
NCALD	100156785	
ssc-mir-146a	-	
ARID4B	100154794; 100152399	
DENND1B	-	
RALY	100157085	
EIF5AL1	-	
USP34	100625967	
NRSN2	100157494	
CCNK	100157799	
IGHMBP2	100520173	
DEDD2	100516271	
OR9G4	-	
RAD9A	100512330	
CAMKK1	100626922	
P94	-	
U6	-	
ssc-mir-29c	-	
IL1A	397094	
AVPI1	100155615	
U6	-	
TROP	396561	
IFITM5	100518184	
DAPK1	100516103	
TSG101	-	
TMX1	100152543	
MATK	100521543	
ANGPTL2	100126164	
SAP18	100623258	
U6	-	
ALAS1	100307125	
TCN2	100152846	
GFAP	396562	
PIK3IP1	100155147	
MOCS2	100512870	
ITGA1	100187733; 100512142	
GDF10	100519926	
URM1	100154341	
RAD21	100738633	
CYB5B	100286856	
RENBP	396934	
NGLY1	100522951	
NR1D1	641342	
FAM187A	-	
GABPB2	100152294	
DNAAF1	100517588	
ACSL6	100522126	
ANKRD29	100739254	
FHOD3	100622006	
ATP2B1	397636	
JOSD2	100627842	
COPG	-	
ANK2	100512728	
PREP	445540	
BAHD1	100155635	
RB1	100151828	
SNORA76	-	
PRR14	100514519	
TRBC1	-	
FERMT2	100517989	
ATP1B3	100514493	
FEZ2	100525742	
TMEM115	100517191	
ASPH	-	
PLA2G12A	100517106	
CH242-209L2.2	-	
ALDH6A1	100153301	
DGCR8	100616094	
ACOX2	100516877	
CDA	100515954	
PRPF3	100190995	
PPP2R5C	-	
ITGA1	100187733; 100512142	
CDA	100515954	
ZRANB3	100157618	
PARK7	780404	
HNRNPM	100514153	
FBXW5	100514029	
FAM193B	100511495	
TBC1D9B	100520777	
CCNG1	595110	
CUL5	100525708	
PAK1	100525766	
ADCK5	100156475	
GLUL	396944	
C22ORF25	-	
MFSD9	100626073	
HOOK1	100525467	
RNF41	-	
MAP1B	100519062	
ITM2A	595131	
RNH1	-	
CHRDL1	100521058	
TMEM167B	100151851	
U6	-	
ITSN2	100520835	
U6	-	
ZNF521	100739769	
GFRA2	100157850	
POLR1E	100156445	
UCP4	-	
PGRMC2	100048965	
LCTL	100517209	
DNTTIP2	100157622	
DCAF8L1	-	
PCBP2	397665	
CCDC157	100739109	
TCEB1	100153381	
NCAM1	100515564	
CLCA2	100511753	
DALRD3	100525127	
CDK14	-	
USP37	100155158	
CREG1	100152373	
OR4C5	-	
NCAPG	100513670	
C19ORF45	-	
CCDC147	100152602	
VPAC1	100155402	
CADM4	100523382	
VPS37A	100513122	
ZC3H13	100521395	
GATAD1	100627096	
7SK	-	
SNORD14	-	
SUN2	100513792; 100521622	
CCNI	100523679	
GNAS	100049657	
SMPD3	-	
OR1I1	-	
ACAA	-	
TFAP2A	100049668	
ACPL2	100515055	
PET112	100518383	
LMOD2	100525195	
RDX	494457	
KIAA1244	100621590	
MYB	100152439	
NEB	100516703	
SKA3	100623356	
GCNT1	100157004	
OR10J5	-	
CYHR1	100152459	
NSMAF	100153039	
TCP11L1	100621866	
MBTPS2	-	
SYDE1	100517807	
CXCL17	-	
TRMT12	-	
5S_rRNA	-	
TRAPPC2	100513447	
TCOF1	100516425	
C7ORF23	-	
PTPN4	100522902	
C5ORF30	-	
PIT-I	-	
KIF23	100522116	
PLN	397421	
FN1	397620	
CCDC107	100153992	
MCFD2	100736833	
SLC36A4	100511947	
TMEM65	100157797	
ATP6V0A4	100519402	
JHDM1D	100515632	
ABCB7	100157043	
MFSD6L	100514186	
UNKL	100522985	
RMND1	100156656	
DTWD1	100153076	
PTPN9	100513481	
ARID3C	100524334	
RAG2	100151744	
CAMK2G	397394	
CH242-479E6.1	-	
B3GAT2	100526195	
C1ORF35	-	
IRAK1BP1	100156851	
HSPA4L	100517839	
FBXO11	100624629	
SNORA58	-	
FAM46D	-	
ITGB1BP1	100622267	
FBXO4	100522958	
GIT1	100520151	
GRIK4	-	
C2ORF73	-	
QRFPR	100522335	
CATSPER2	100519637	
FAM179B	100513707	
KLHL35	100521568	
GRHL3	-	
HERC1	100153537; 100156405	
MAP2K1	100233191	
UBE2L3	100154268	
ETV4	100516755	
COX19	-	
EHHADH	448846	
SMPDL3B	100514109	
NFE2L1	-	
EXOC4	100526194	
LIPA	100142668	
U6	-	
SLC27A3	100157568	
POLN	100515392	
DMRTB1	100515733	
CHD-1	-	
SAV1	100156165	
DNAJC14	100151876	
TNFAIP8	100524014	
MEMO1	100513790	
U6	-	
MYOC	397046	
ABCA5	100520049	
PAF-AH	-	
ENOPH1	100511394	
SNORD113	-	
FAM207A	100623984	
LRRC58	-	
C11ORF94	-	
PSMA3	100154408	
LRRC24	100524082	
STK38L	100516734	
MYO6	397085	
ATG16L2	100511396	
DMD	497636	
SCARB1	397018	
U6	-	
SAMD4A	100156574	
MTFMT	100513511	
HMGCS1	100524223	
ACBD6	100525243	
PPP2R2A	397090	
TUBB4A	-	
CH242-25L17.1	-	
SNORA25	-	
NRIP3	100519788	
LCLAT1	100217396	
DF	-	
MBD1	100156150	
ZNF516	100152080	
CBR4	-	
PARD3	100512009	
DDHD1	100518289	
NIPBL	100624231	
SLC18A1	100154435	
WHAMM	100153988	
COASY	396688	
VPS28	100154859	
RASSF7	100512884	
DENR	100156971	
CNTN1	100521555	
SEPT9	100621037	
HEXA	100142664	
C5ORF34	-	
RPRD1A	100621319	
CALU	397301	
RAB7A	-	
ssc-mir-195	-	
CTSL1	-	
SETD2	100623101	
GCC1	100522471	
TARBP2	100518071	
LMO4	100127155	
ATG4A	100156732	
FNTB	100512293	
PROM2	100521959	
U6	-	
CTDSPL	100517189	
PGPEP1L	-	
COPB1	100337660	
MRE11A	100516687	
RECQL5	100626380	
PVALB	-	
STAU1	100626560	
C4ORF43	-	
U6	-	
PSME1	397572	
HINFP	100518324	
CWF19L1	100151953	
FBXO5	100514379	
VMP1	100524644	
CYB5A	414799	
CACNG8	-	
SNORA31	-	
SGOL1	100520101	
INVS	-	
TP53I3	100521786	
COL16A1	100737666	
U6	-	
CH242-88A7.2	-	
PAN3	100157385; 100514180	
UROD	100514239	
FMR1	100155078	
UCHL1	396637	
NUP37	100626170	
FAM160A2	-	
GPR61	100514405	
HSPBP1	100518376	
ING4	102161011	
U6	-	
RANBP2	100511376	
PPP1R13B	100521849	
NECAP2	100523442	
AGXT2L1	-	
BAMBI	449001	
ZBTB10	100151888	
EYA2	100624872	
XRCC6BP1	100737094	
C19ORF50	-	
MLC-2V	-	
TRUB2	-	
ZNF711	100152061	
ZFYVE1	100154908	
DMXL1	100523116	
OR7G1	-	
FAM129A	-	
IL15	397683	
PTPMT1	100514336	
DUSP28	100627104	
SGK3	100521447	
GREB1L	100524319	
ANKRD13A	100522465	
SOLH	-	
OR10G2	-	
C9ORF5	-	
UROC1	100157217	
PDK2	100516037	
GCNT4	100518180	
PEG3	100522552	
U6	-	
HTR3D	-	
XPNPEP1	100152688	
KCNJ2	-	
SLC37A1	100519174	
TACC1	100523215; 100624903	
SDS	100155595	
WDR45L	100462760	
MED9	100512681	
METTL5	100520407	
YWHAZ	780440	
RIOK2	100511553	
AGMO	100513371	
GPR110	100158176	
FAM120A	100514399	
SQSTM1	100518718	
CABP5	100520249	
FAM165A	-	
NKIRAS1	100620195	
DEFB124	-	
NAGPA	100512596	
MAP3K4	100154202	
ssc-mir-30c-2	-	
NAA20	-	
RALGAPB	100152521	
HRH2	100625720	
TMEM87A	100154984	
NFYB	100157587	
SAFB	100515707; 100620815	
B3GALT5	100516832	
SNRPD1	-	
EPHA3	100337658	
NEFM	100625407	
NUF2	100152590	
USP5	100155342	
CCNY	-	
PHPT1	-	
C15ORF55	-	
CSTF2T	100157243	
100622601	-	
RTP1	100153318	
CPOX	100511474	
ADPRHL2	100525405	
U6	-	
TSPAN13	100624728	
GPR1	100415936	
ARL4A	-	
TPTE2	100625564	
CHD8	100152723; 100156733	
OR11L1	-	
APBB1	100519163	
ZNF496	100518601	
BTBD11	100126836; 100627589	
VMP1	100524644	
USP16	100623735	
SUPT16H	100155525; 100157967	
U6	-	
PIK3R3	100511937	
NDUFB1	100739619	
C5ORF25	-	
KCNN4	397081	
SLC7A8	100134829	
NR1I2	397228	
MTMR12	-	
FLT3	100515445	
CNFN	100512661	
5S_rRNA	-	
FAM8A1	100154793	
SLC22A12	100520540	
GCN1L1	100156624	
OBSL1	100624019	
COL4A2	100153454	
FAM175A	100524450	
CHN1	100513051	
C3ORF67	-	
YEATS2	100512193	
U6	-	
JAGN1	-	
ssc-mir-1296	-	
PTRH1	100157969	
SCARNA6	-	
RPS5	100517165	
U6	-	
SNX5	100155390	
CYP2J2	-	
LAT	100517816	
BHLHB9	100523224	
PHYHIP	100155255	
CCDC138	100511190	
KTN1	100152397	
EZR	100152815	
CNKSR2	100523478	
MYH9	396904	
PRRX1	100738910	
EIF3A	100156570	
ABL1	100524544	
5S_rRNA	-	
LCN15	100514209	
SPATA6	100415810	
PTPRD	100155429	
ECT2L	100153588	
PUM1	100517038	
PHKA1	100157833	
DAX-1	-	
PAIP2	100522309	
IL9R	100521616	
CDCA7	100154583	
XPO7	100153229	
SBSN	100517283	
KIAA1217	100519102	
SPTLC2	100158010	
RAB30	100626412	
U1	-	
MYO18A	102162716	
C13ORF33	-	
HIF1A	396696	
SEMA4D	100152598	
ZEB2	100739669	
PGK2	396673	
ASCC1	100512075	
PRPF40A	100157937	
AHR	396654	
SP6	100519513	
STXBP3	100519481	
BEX5	100155526	
CTDNEP1	-	
CD55	396743	
RAB7A	-	
XYLT2	100514793	
S100A9	100127489	
FXN	-	
PLEKHA5	100523186	
UBE2V2	100627960	
PPP6C	100153256	
SPATA4	100415926	
FAM111B	100517326	
MANSC4	100516012	
MED13	100628203	
ARF4	595108	
SNORD121A	-	
RNF213	100626814	
PIGRAD52	-	
UBE2L3	100154268	
PACSIN2	100523786	
TPM3	414388	
ADAP2	100337675	
RGL3	100519761	
IFIT2	100155467	
CHAT	396896	
SNORD113	-	
MFAP3L	100519447	
RPS28	414420	
PON2	100142663	
TMEM88B	100526055	
TMEM170A	100522740	
PIGC	100312979	
U6	-	
LMTK2	100521078	
RNASEK	100620510	
RIPK2	100518835	
ATRX	100286857	
ENC1	100517459	
CHRNB4	100157223	
RAB4A	100154662	
EVI5	100519143	
SFMBT2	-	
COPS2	100125956	
SNAPC3	100156386	
EIF2D	100519862	
CAPN6	100522971	
SNORD115	-	
TBC1D2	100157890; 100512084	
IFITM1	100127358	
LONRF2	100522431	
WDR61	100153204	
CDHR4	100513757	
SUN2	100513792; 100521622	
CUTA	100152220	
TNFRSF8	574055	
PSMD11	100523278	
CNNM2	100155831	
EVI2A	100525302	
GPLD1	100157497	
CAR	654317; 397333	
APBA1	100513711	
PPAP2A	100515451	
PRDM2	100518559	
5S_rRNA	-	
MYH15	100621079	
GALK2	100152312	
U6	-	
FOXA3	100512416	
RPS3	733671	
TDRD10	100157928	
SNORD90	-	
RPIA	100038014	
PIP4K2C	100516802	
SPI1	414912	
DLL4	100152163	
TMEM200B	100515438	
CHFR	100154400	
TMEM116	100156224	
ABHD12B	100523298	
WDFY1	100157180	
PCDHAC2	-	
TMEM218	100523561	
ANKRD6	102167335	
CCDC15	100525001	
SNORD46	-	
SLC6A19	641346	
TMEM249	100154454	
MRPS11	414415	
TPCN1	100151806	
GRHPR	100154014	
FAM198A	-	
MCF2L2	100625053	
MMEL1	100512286	
LDLRAD3	-	
5S_rRNA	-	
ZNF568	100511135	
INPP5D	100526019	
AIFM2	100153541	
MICAL2	100519075	
7SK	-	
GLYR1	100525456	
WRNIP1	100155921	
ASB6	100101474	
BZW1	100152909	
FBP1	397038	
APOE	397576	
LCORL	100337668	
DGCR2	100157970	
RHOD	-	
RABEP1	100514319	
SNX16	100157914	
EDNRB	414911	
LLPH	-	
CSGALNACT2	100157878	
LEP	396832	
MELK	100519998	
KLHL15	100525794	
ABCC2	397535	
NFYB	100157587	
CDIPT	100312963	
FAM208B	100517184	
SLC38A9	100521873	
MED4	100520327	
DDX6	100515499	
FAM161A	100521720	
ABHD2	100153434	
OSBPL1A	100511459	
AK1	100521423	
OR6X1	-	
SCARNA14	-	
GLI2	100520334	
TIE-1	494022	
MAPK4	100523414	
CEP120	100511682	
XPO6	100518364	
DSC2	100623651	
ASB7	100153037; 100519936	
STK10	100621694; 102157635	
U6	-	
WRAP53	100522033	
DHX8	100517118	
RAB10	100526104	
FNIP1	100521611	
GSDMD	100515607	
CXCR7	-	
GCG	397595	
IDH1	100170146	
AK3	100155691	
KCNIP1	595102	
U6	-	
SNRK	100525079	
OTUD7B	100152569	
ARHGAP23	100514368	
GGT5	100157523	
PPIE	100516562	
MMGT1	100520118	
SEPT4	-	
ECSIT	100519412	
REV1	100522795	
FAM100A	-	
KIF11	100526080	
UNC80	100522957	
SLC25A19	100302700	
CCDC41	100624783	
SHF	-	
EFHD1	100153398	
DYNLT3	100525320	
TMIGD1	100521401	
HSPH1	100048931	
U6	-	
TIMM8B	100516748	
PVRL4	100154054	
TTK	100157649	
U5	-	
TUBB1	100134983	
NAA40	100525678	
VWA5B1	100515085	
GAB2	100513609	
ACRC	100621048	
RG9MTD1	-	
CSN1S1	445514	
U6	-	
IRF6	397521	
GPBP1	-	
RRP12	100155987	
U6	-	
PCK1	100144531	
SLC27A2	494011	
UPRT	100151798	
NSUN4	100524686	
NOL4	100518847	
HDDC3	100153189	
U6	-	
COASY	396688	
CUL1	100524037	
U6	-	
CYLD	-	
SMARCA2	100157302; 100126853	
BOD1L	-	
ELTD1	100525348	
IFT52	100157616	
HTR1A	100286860; 100526081	
SCN5A	100152567	
TTC35	-	
FMNL2	100518696	
C1QTNF4	100511621	
LMF2	100518488	
CMTM7	100511961	
PRR13	-	
NFX1	100626794	
TMEM19	100519775	
NUP188	100153500	
WDR91	100524054	
TMEM225	100511147	
PMP2	100151890	
ACOT8	100157173	
SLC4A2	397203	
CSN1S2	445515	
ATP6V0D2	100521494	
SH3GLB2	100156344	
CUX2	100153673	
ACAA2	100312959	
ENPP6	100152050	
USP4	-	
MED19	100520359	
USP24	100620405	
GABRB2	100517063	
TTPA	100152248	
RALY	100157085	
ZNF200	100736991	
UATP.I	-	
MFSD3	100156081	
WWOX	-	
DUOXA2	100155365	
5S_rRNA	-	
KCNN1	100519132; 100286876	
LXR	-	
CDC42BPA	100511216; 100152617	
RALY	100157085	
SERINC4	100153748	
7SK	-	
TMEM141	100512883	
NDC80	100626545	
F2RL1	100519703	
FEZ2	100525742	
GABRG2	100516405	
C7ORF61	-	
CD69	397165	
POLR3H	100157033	
CU468857.10	-	
FBXO44	100736592	
SAMD4A	100156574	
ADAM8	100156146	
CREB3L4	100142688	
CYFIP2	100523290	
PGLYRP4	100689249	
PLD4	100524095	
ssc-mir-125a	-	
TEX15	100513440	
PRCD	100516929	
ITSN1	100737549; 100622350	
WDR19	100525651	
XPNPEP2	445538	
FAM164A	-	
PPP1R39	-	
TNS4	100521862	
SCAMC-1	100518780	
B4GALT1	100511655	
CCDC150	100153055	
U6	-	
DLD	397129	
GRIK2	100516526	
INSR	396755	
POU5F1	100127461	
HCLS1	100521992	
COX15	-	
MINK	-	
C14ORF45	-	
SELK	733604	
CHRD	100620350	
MELK	100519998	
SEC14L2	100152451	
DDOST	-	
NID2	100156994	
C2ORF29	-	
RPL13A	780432	
SNORA70	-	
SLC26A2	-	
SLITRK5	100155909	
USP24	100620405	
KIAA0232	100521462	
FGF5	100513672	
XPO6	100518364	
STK25	100511107	
SLC12A6	100153364; 100739582; 100156576	
NFE2L3	100622324	
NANP	100518994	
ZNF648	-	
EIF3H	100522801	
HTR3B	100625976	
ATP5O	-	
SEPT7	100523875	
CD2BP2	100621208	
ATRIP	100523399	
HTR2A	397432	
SMG8	100624639	
FAM161B	100512240	
TMEM109	100511116	
PCNP	100521336	
F11R	100127138	
SERPINE3	100157886	
NEK1	100520589	
FOXP1	100525716	
ZBTB44	100518028	
TDRD6	100156566	
ssc-mir-214	-	
FOLH1	397677	
U6	-	
L3MBTL2	100157440	
GLB1L	100154356	
BCL7B	100625962	
STK10	100621694; 102157635	
GPRC5B	397037; 100623340	
ETF1	100520896	
SNAP91	100521763	
CDK11B	100511569	
BRI3BP	100155348	
CALD1	100524227	
VSX2	100152921	
BST1	100625942	
FITM2	100158013	
SET	100514028	
ATP6V1C1	100154942	
ZFP28	100624090	
NARS2	100514245	
SLC30A8	100155672	
MRE11A	100516687	
PPP2R4	100157517	
C17ORF46	-	
ZNF687	100517892	
ssc-mir-181b-2	-	
CHRNA3	100151989	
GNL3	100155235	
CLDN6	100302020	
RBFA	100158215	
ADPRH	100153158	
FAM116A	-	
MAT1	-	
MSH3	100512158	
ATP11C	100523658	
MGAT5	100512563	
RICTOR	100519575	
UBR7	100153874	
SNORA75	-	
LPCAT1	100217397	
SLC22A17	100152841	
WDR69	-	
SCP2	397439	
ADCY1	100624934	
SAG	397151	
CCT7	100322871	
OGDHL	100521870	
NCKAP5	-	
WDR45L	100462760	
FREM3	100526232	
COL13A1	100157199	
NAALADL1	100515250	
SNORA50	-	
NOVA2	100512786	
PLD1	100519446	
TINAGL1	100517950	
DRAM1	100462750	
IFT172	100625100	
CCDC88C	100152429	
NDUFB6	-	
PIR	100514999	
TCEAL4	100153499	
KIAA1671	100154475	
7SK	-	
PNLDC1	100152694	
BMP4	100113425	
BCKDK	100522544	
CCNI2	102159732	
TDRD6	100156566	
RIPK3	100153263	
ISOC1	100517640	
FAM134A	100156393	
C1ORF158	-	
DCP1B	100620800	
CDH22	100153556; 100157191	
KCNK5	100154866	
CHST9	100515146	
INSC	100515187	
UBL3	-	
FAM181B	100517667	
CEP41	-	
CD2AP	100154585	
CORO7	100513346	
STX16	100144526	
GPC1	100525965	
PITPNM2	100152515	
IGSF21	100622521	
MAP3K14	100520402	
C1ORF96	-	
CDC5L	100153900	
PSMD11	100523278	
MYH7B	100157870	
IARS2	100516215	
CORO2B	100520530	
ADAM-9	397344	
SNORA62	-	
BMP7	492315	
ANO4	100525519	
PTPLAD2	100523711	
MATN3	100516005	
BYSL	-	
MACF1	102161275	
SNORD112	-	
IL4R	397614	
NME2	733683	
5S_rRNA	-	
LGALS3	100038033; 100217393	
LRFN1	100515802	
U6	-	
ENTPD3	100623360	
MT-ND2	-	
FXYD3	397413	
LDOC1L	100520193	
