ID	Symbol
NM_001134352	KLF3
NR_038601	MIR129B
NM_001113218	KIR2DL1
NM_001123143	NCR1
NM_001105287	SCG5
NM_001104953	SDHB
NM_001103213	BCL10
NM_001128451	PIGE-108A11.3
NM_001113218	KIR2DL1
NM_001123143	NCR1
NM_001127224	PEG10
NM_001037146	RPSA
NM_001142828	ANGPTL7
NM_001142827	LGALS8
NM_001195370	SPIN1
NM_001243525	CNIH
NM_001195566	SRSF9
NR_038510	MIR30C-2
NR_038510	MIR30C-2
NM_001166315	LHX8
NM_001123158	PCK1
NM_001161643	CLDN15
NM_001161642	CLDN14
NM_001123146	NNMT
NM_001190284	ATG4C
NM_001194974	EIF2C3
NM_001142668	DKC1
NM_001142667	LOC100155620
NM_001142666	TEAD4
NM_001244156	HAUS4
NM_001166490	IL28B
NM_001166489	STEAP4
NM_001243366	DSN1
NM_001244244	PDE6H
NM_001243364	CCDC167
NM_001243363	IL1R2
NM_001243363	IL1R2
NM_001243363	IL1R2
NM_001243362	LACTB
NM_001243361	NDFIP1
NM_001243361	NDFIP1
NM_001243359	FAM131A
NM_001243360	CHMP1A
NM_001243654	FRA10AC1
NM_001243652	PSMA7
NM_001243649	METTL11B
NM_001243648	SFT2D2
NM_001243644	AP2M1
NM_001243643	PAMR1
NM_001243642	LOC100626780
NM_001243641	ZNF205
NM_001244500	PLD3
NM_001244500	PLD3
NM_001244490	LIME1
NM_001243022	ACSM4
NM_001243020	SPNS1
NM_001129971	NANOG
NM_001243023	BRCC36
NM_001195333	DIS3L2
NM_001113445	G6PC
NM_001164844	IFN-OMEGA-3
NM_001160091	SMYD2
NM_001163801	IGFBP7
NM_001163696	LOC100156100
NM_001163649	TRIM21
NM_001163648	MASP2
NM_001244562	H2AFY
NM_001244571	BATF
NM_001244566	SRFBP1
NM_001244565	CLN8
NM_001244563	H2AFY
NM_001123221	HEXA
NM_001173520	PID1
NM_001173519	ORAI1
NM_001173518	P2Y12R
NM_001123220	CREB3
NM_001123218	AGER
NM_001123217	ZNF217
NM_001123216	ZBP1
NM_001145380	ATP6V1G2
NM_001160083	CLDN17
NM_001123090	C7H6orf153
NM_001123145	NMB
NM_001123142	NCF2
NM_001160075	CLDN3
NM_001160075	CLDN3
NM_001164020	PPP2R2A
NM_001123074	ADRB1
NM_001123069	ABCF1
NM_001123088	C17H20orf85
NM_001159309	ERCC1
NM_001159308	APOA5
NM_001160297	FBXO9
NM_001144902	PSMB3
NM_001145223	RBP5
NM_001167648	FDFT1
NM_001167647	ELOVL1
NM_001167646	EBP
NM_001167645	DGKE
NM_001167644	DCTN6
NM_001167643	CDO1
NM_001167642	CDIPT
NM_001171541	ATP1A2
NM_214103	HSP90B1
NM_001244785	C18H7orf41
NM_001244783	PTX3
NM_001244777	EVL
NM_001244824	BRIX1
NM_213772	IFNAR1
NM_001246198	TDRD10
NM_001246197	CIRBP
NM_001246205	IFI44
NM_001246203	DDX3X
NM_001244631	CKAP4
NM_001244629	PLBD1
NM_001244629	PLBD1
NM_001243884	IL27RA
NM_001243883	CD38
NM_001243880	PRAF2
NM_001243874	MSR1
NM_214385	PTGR1
NM_214292	EPOR
NM_214302	CTSK
NM_214291	ATP4A
NM_214291	ATP4A
NM_214289	UCP2
NM_214290	STAT5A
NR_037203	MIR1296
NR_035399	MIR202
NR_038486	MIR216-1
NM_001164019	HTR2B
NM_001164010	KLF17
NM_001164007	IDH2
NM_001195334	ELAVL1
NM_001195333	DIS3L2
NM_001195353	MIOS
NM_001195352	MDK
NM_001195351	LYPD4
NM_001195345	LCORL
NM_001195343	HTRA3
NM_001195342	HOXA13
NM_001195340	HACE1
NM_001031796	OAS2
NR_038482	MIR135-1
NM_001243441	TMEM85
NM_001243440	LOC100153617
NM_001243437	LMAN2L
NM_001244313	DIMT1
NM_001044527	ENO3
NM_001044525	KIT
NM_001244268	ING3
NM_001244266	LOC100512372
NM_001244261	EFEMP1
NM_001044568	AKR1E2
NM_001097434	TLR7
NM_001044566	SLN
NM_001105301	COPS2
NM_001105291	LNPEP
NM_214326	RPL35
NM_214325	RHOT2
NM_214281	CFH
NM_214256	IGF1
NM_214254	GHR
NM_214279	PSME2
NM_214278	IRF6
NM_001123211	UPK1A
NM_001123197	SOX2
NM_001128436	ADRB2
NM_001123114	GABBR1
NM_001172366	COPB1
NM_001172363	LDHA
NM_001123198	ST7
NM_001123212	UPK1B
NM_001123198	ST7
NM_001123208	TRIM15
NM_001123192	RPL7L1
NM_001123199	STX16
NM_001123178	RAB34
NM_001123207	TRIM10
NM_001038623	GNAQ
NM_001113286	LOC396897
NR_049168	MIR7-2
NR_049165	MIR26A
NM_001044624	KISS1R
NM_001129848	UFBP
NM_001135966	SLC26A11
NM_001185167	SSR1
NM_001100195	EIF4A2
NM_001100194	IFIH1
NM_001143703	CPNE1
NM_001177926	CCNA2
NM_001177925	LOC100415928
NM_001177924	SPATA9
NM_001177924	SPATA9
NM_001177922	SPATA24
NM_001177920	SPATA19
NM_001177918	SPATA2L
NM_001177917	SPATA6
NM_001190291	PNLIPRP2
NM_001135963	SLC26A5
NM_213865	ATP2A2
NM_001244915	MARCH2
NM_001113051	CLN3
NM_001083931	SLC27A1
NM_001168702	TXNRD2
NM_001168421	SH3GLB1
NM_001114056	SLA-5
NM_001038639	TGFBR1
NM_001185172	UQCRB
NM_001135960	ABRA
NM_001128479	TRIM39
NM_001128478	GNL1
NM_001206402	TRIM31
NM_001098599	TNNI3
NM_001123132	KRAB
NM_001097468	NDUFA4
NM_001110058	TUSC5
NM_001110057	SIRT3
NM_001123132	KRAB
NM_001097471	MCEE
NM_001097470	NDUFC1
NM_001097469	HIGD2A
NM_001123153	OLF42-1
NM_001123155	OLF42-3
NM_001123154	OLF42-2
NM_001123155	OLF42-3
NM_001244694	RPP21
NM_001105312	RBM38
NM_001105309	UBB
NM_001105308	SIRT5
NM_001105308	SIRT5
NM_001105298	TOR1A
NM_001105297	C10orf120
NM_001038229	SSTR5
NM_001037998	MADCAM1
NM_001185137	HSD17B7
NM_001185135	ARPC3
NM_001185134	LOC100154462
NM_001185133	UBE2L3
NM_001185132	LTA4H
NM_001044537	NRAS
NM_001044535	PSMD4
NM_001097480	RPS21
NM_001097437	DNMT3A
NM_001097449	C6
NM_001130211	TFAM
NM_001128483	FLOT1
NM_001099931	FABP3
NM_001099931	FABP3
NM_001114274	MIC-2
NM_001114274	MIC-2
NM_001128447	C7H6orf15
NM_001105292	TBK1
NM_001105292	TBK1
NM_001105292	TBK1
NM_001105292	TBK1
NM_001105292	TBK1
NM_001161645	CLDN6
NM_001113217	RPL7
NM_001112695	HNRNPAB
NM_001112694	SNCB
NM_001112693	IRAK4
NM_001112691	TNFSF12
NM_001112691	TNFSF12
NM_001112691	TNFSF12
NM_001112689	CIDEC
NM_001123083	BCKDHA
NM_001164514	SLC25A19
NM_214354	CALCR
NM_214332	GNB2L1
NM_001097518	GNA14
NM_001097499	NR6A1
NM_001097515	PON1
NM_001097515	PON1
NM_001256366	MARCO
NM_214360	LALBA
NM_214358	SAT1
NM_214356	RGS5
NM_001097450	C8A
NM_001097450	C8A
NM_001044575	IDH3B
NM_001044574	PRKG1
NM_001097458	CTSB
NM_001097455	CAPZA2
NM_001097446	APOBEC3F
NM_001044572	LOC733637
NM_001044571	HNF4A
NM_001044570	LOC733635
NM_001044570	LOC733635
NM_001044569	AKR1C1
NM_001044601	RPS3
NM_001039747	SUV39H2
NM_001039746	FABP5
NM_001039745	BMPR1B
NM_001097508	ADSS
NM_001098580	TP23
NM_001098580	TP23
NM_001098580	TP23
NM_001097509	ADSSL1
NM_001097521	PGRMC2
NM_001097520	NAGS
NM_001128485	FKBPL
NM_001097501	LGALS3
NM_001097491	PCD1B
NM_001097500	COX8H
NM_001097489	KLF5
NM_001097489	KLF5
NM_001097490	LOC100038006
NM_001097490	LOC100038006
NM_001097488	EGR2
NM_001097487	KLF7
NM_001097487	KLF7
NM_001097484	COX7A2
NM_001244799	LOC100513291
NM_001244799	LOC100513291
NM_001037152	ATG5
NM_001077225	YIPF5
NM_001123214	VARS
NM_001123172	PYGL
NM_001159607	TNFAIP6
NM_001159592	CYB5B
NM_001097413	IRF1
NM_001161641	CLDN11
NM_001161640	CASP10
NM_001161639	MAL2
NM_001163060	CDH1
NM_001159765	LOC100294636
NM_001159765	LOC100294636
NM_001159615	KRT8
NM_001159614	CYP1A2
NM_001159613	NQO1
NM_001159608	PDK1
NM_001166229	MMP1
NM_001123133	LIN28A
NR_038557	MIR196B-1
NM_001044584	LOC733653
NM_001134357	ARPC5
NM_001134355	ARPC1A
NM_001134354	ACTR2
NM_001134351	KLF2
NM_001134350	KLF1
NM_001134349	KLF15
NM_001185186	DNPEP
NM_001185185	C15H2orf82
NM_001185184	RGS4
NM_001185179	PFDN6
NM_001244159	BAZ1A
NM_001112682	LOC100127151
NM_001112681	TKT
NM_001190254	SPDEF
NM_001044568	AKR1E2
NM_001137634	VPS26B
NM_001128458	AXL
NM_001128458	AXL
NM_001128458	AXL
NM_001110423	AQP4
NM_001110423	AQP4
NM_001110421	SLC7A7
NM_001243460	FAM76A
NM_001243672	DBNDD2
NM_001243671	RBMX2
NM_001243670	PSIP1
NM_001243669	PRIM1
NM_001243669	PRIM1
NM_001134356	ARPC1B
NM_001114288	SPCS1
NM_001168415	SCP2
NM_001168415	SCP2
NM_001168415	SCP2
NM_001168001	BMP6
NM_001128442	GATM
NM_001097463	QIL1
NM_001097511	MAEL
NM_001097467	AD014
NM_001201382	IFITM3
NM_001201382	IFITM3
NM_001201382	IFITM3
NM_001135966	SLC26A11
NM_001190923	GPR33
NM_001105286	TRAF6
NM_001104956	LY96
NM_001105054	SNCAIP
NM_001097438	SGMS1
NM_001105053	SNCAIP
NM_001037721	CTSD
NM_001097423	ITGB6
NM_001097420	EPAS1
NM_001098595	LOC100049687
NM_001123185	RAP2A
NM_001194971	PIWIL2
NM_001243594	SELRC1
NM_001243593	VAMP7
NM_001243602	ID3
NM_001206355	GPR110
NM_001012613	SLC7A1
NM_001040641	LOC692190
NM_214035	GHRHR
NM_213934	VCL
NM_214169	CPB1
NM_001097461	SOCS2
NM_214250	PAFAH1B1
NM_001007195	QKI
NM_001164113	VIMP
NM_001167781	IREB2
NM_001198924	HECW2
NM_001244890	C2H1orf35
NR_035384	MIR486-1
NM_001159311	SPAG5
NM_001159309	ERCC1
NR_035400	MIR19B-1
NM_001008685	SMCP
NM_001008684	MCHR1
NM_001038638	PLIN1
NM_001018032	GUCY1B3
NM_001014971	COL5A1
NM_001044610	NME2
NM_001185069	UNC45A
NM_001113286	LOC396897
NM_001243319	LOC100152327
NM_001243317	UBE2W
NM_001044623	SLC34A1
NM_001044623	SLC34A1
NM_001044623	SLC34A1
NM_001044623	SLC34A1
NM_001044623	SLC34A1
NM_001044623	SLC34A1
NM_001044623	SLC34A1
NM_001044623	SLC34A1
NM_001032388	HNF1A
NM_001244389	SCCPDH
NM_001244403	ETFA
NM_001244393	SBDS
NM_001244392	SGTA
NM_001244414	SDCBP
NM_001244412	HO2
NM_001244410	LCN2
NM_001244398	PDHB
NM_001244397	GFAP
NM_001244396	CCDC84
NM_001244395	SFRP2
NM_001244404	PPP6C
NM_001190173	CSK
NM_213999	DUOX2
NM_001164847	IFN-DELTA-8
NM_001164846	IFN-DELTA-4
NM_001164846	IFN-DELTA-4
NM_001164854	IFN-DELTA-5
NM_001164853	IFN-DELTA-3
NM_001164852	IFN-OMEGA-4
NM_001164852	IFN-OMEGA-4
NM_001164851	IFN-DELTA-11
NM_001164851	IFN-DELTA-11
NM_001164849	IFN-ALPHA-8
NM_001164850	IFN-OMEGA-6
NM_001164850	IFN-OMEGA-6
NM_001164848	IFN-DELTA-9
NM_001243183	AP2B1
NM_001104951	MYH1
NM_001243443	GCHFR
NM_001101030	BPIFB2
NM_001077222	SNRPA
NM_001077223	TRA2A
NM_001128437	CRISP2
NM_001128435	LBP
NM_001044525	KIT
NM_001113443	ECI2
NM_001246221	VWF
NM_001244470	IHH
NM_001244469	MYBL2
NM_001244468	PSMA4
NM_001244467	ALDH5A1
NM_001244466	NCALD
NM_001244465	NCALD
NM_001244464	SERTAD3
NM_001244463	SLC10A2
NM_001244462	RCSD1
NR_038518	MIR215
NR_038518	MIR215
NM_001123116	GNAI2
NM_001146130	HPSE
NM_001244352	PDCD2
NM_001244352	PDCD2
NM_001244350	CMBL
NM_001244350	CMBL
NM_001244350	CMBL
NM_001244349	EIF1AY
NM_001246245	LOC100622689
NM_001244347	ADPRH
NM_001246242	LOC100513601
NM_001113047	CRAT
NM_001098584	GPNMB
NM_001190181	C7H15orf29
NM_001101026	SQLE
NM_001100196	EIF4A1
NM_214371	PKIG
NM_214350	PLCZ
NM_214368	TSH-BETA
NM_214367	CTNNB1
NM_214365	PEMT
NM_214365	PEMT
NM_001143719	MKNK1
NM_001143718	MGLL
NM_001143717	MAPKAPK3
NM_001143716	MAP2K1
NM_001143716	MAP2K1
NM_001143716	MAP2K1
NM_001143714	LIPC
NM_001195367	RASGEF1B
NM_001195366	PNCK
NM_001195364	PAGE2B
NM_001113039	TLR4
NM_001243716	PARM1
NM_214178	SLC23A2
NM_214136	MYH2
NM_214053	SHAS2
NM_214039	ACADM
NM_213949	SLC12A4
NM_213949	SLC12A4
NM_213937	FAU
NM_001097432	IL6ST
NM_001097431	SLA-1
NM_001097430	CCRL1
NM_001097429	MAVS
NM_001097428	IRF7
NM_001113697	SLMO2
NM_001114064	SLA-DOB
NM_001113060	POU5F1
NM_001113699	GCNT7
NM_001111257	LMNA
NM_001113707	SLA-DMB
NM_001113696	TUBB1
NM_001135959	FOXO3
NM_001113448	ATP5E
NM_001113447	PHYH
NM_214164	TIGD4
NM_214123	IL4
NM_214119	DBI
NM_214117	HAMP
NM_213942	C4BPA
NM_214113	JAK2
NM_214115	PHI-1
NM_214113	JAK2
NM_214116	MGP
NM_213931	ALOX12
NM_001243882	CLMN
NM_001101025	SL44-1
NM_001101025	SL44-1
NM_001101025	SL44-1
NM_001101025	SL44-1
NM_001101025	SL44-1
NM_001038631	PTGES
NM_001038626	AKR1CL1
NM_001077225	YIPF5
NM_001100192	PPP2R5A
NM_001123147	NOTCH4
NR_038534	MIR181B-1
NM_001185131	FDPS
NR_038581	MIR363-1
NM_214339	DNAJA4
NM_214338	LY49
NM_214320	CDKN3
NM_213946	FHL3
NM_214034	CHRM1
NM_214032	DGKA
NM_214031	ENG
NM_001177327	SLC6A8
NM_001177327	SLC6A8
NM_001177915	SPATA18
NM_001177913	SPATA5
NM_001177913	SPATA5
NM_001177930	SPACA5
NM_001243628	GTF2F2
NM_001190159	TOMM34
NM_001190157	PVALB1
NM_001190155	CHCHD1
NM_001190154	ZCCHC8
NM_001244454	WDR37
NM_001244456	ERG
NM_001244455	PSMB4
NM_001105295	NOD2
NM_001044541	MTX2
NM_001044606	LOC733678
NM_001105300	COPS5
NM_001244929	SPG21
NM_001244939	LOC100514231
NM_001244935	TALDO1
NM_001244934	MTRF1L
NM_001244932	SUMF1
NM_213870	SLPI
NM_213872	RLN
NM_213866	CEND1
NM_214335	TPM4
NM_214357	CD180
NM_214333	RPN1
NM_213760	TLR6
NR_038555	MIR142
NM_001099936	BTG1
NM_001099935	IKBKB
NM_001123119	GPSM3
NM_001123157	PBX2
NM_001123204	TN-X
NM_001166043	IL9
NM_001097513	ADAM3A
NM_001097513	ADAM3A
NM_001099926	ADAM17
NM_001037322	ST8SIA4
NM_001044534	CDS1
NM_001044533	SFTPC
NM_001097421	MEF2A
NM_001123219	BCKDHB
NM_001098588	HPS3
NM_001123210	UCHL5
NM_001123086	BSG
NM_001113287	LDHB
NM_001244442	CHSY1
NM_001252206	FAM107A
NM_001244441	C14H12orf24
NM_001244430	DNAJB1
NM_001244429	GAL3ST1
NM_001244428	CLIC2
NM_001244475	FUCT1
NM_001267842	DUSP6
NM_001244619	CALML4
NM_001044543	RPL10
NM_001038645	PALMD
NM_001038644	ANGPTL4
NM_213771	IL10RB
NM_213771	IL10RB
NM_001244774	UXS1
NM_213752	MSMO1
NM_001244747	RAB9A
NM_001256772	SLC34A2
NM_001256771	CABYR
NM_001195231	HES1
NM_001195113	VRTN
NM_001128439	SNAI2
NM_001128433	SLC2A4
NM_001128433	SLC2A4
NM_001128462	RAI14
NM_001128468	JTB
NM_001130534	AGPAT2
NM_001144841	HBB
NM_001144119	SRPK3
NM_001243956	TWISTNB
NM_001243948	MARVELD2
NM_001244102	VSIG4
NM_001244086	EIF3L
NM_001258408	SLC25A51
NM_001258408	SLC25A51
NM_001258405	ZHX3
NM_001258386	TOP2B
NM_001048069	HN1
NM_001137621	IL23RA
NM_001137619	RPS3A
NM_214166	SUS2DD
NM_214204	PKIA
NM_214163	POU1F1
NM_214161	NFATC1
NM_214161	NFATC1
NM_214193	CAMK2G
NM_214161	NFATC1
NM_214192	MMP2
NM_214026	PRKAR1A
NM_001258434	FAM26F
NM_213935	PSMB8
NM_213935	PSMB8
NM_001077226	TSPAN9
NM_001044618	AKR1C1
NM_001044618	AKR1C1
NM_001243450	TRMT1
NM_001244333	GRAMD3
NM_001243907	HSPA8
NM_001244647	ALDH1L1
NM_001244647	ALDH1L1
NM_001244647	ALDH1L1
NM_001243906	RAB24
NM_001243896	GLRX3
NM_001243905	HAUS2
NM_001243893	RGS18
NM_001243902	PPP1R7
NM_001243901	C14H10orf99
NM_001243889	ASPN
NM_001243887	FAM32A
NM_001244722	PUS3
NM_001244722	PUS3
NM_001244721	WRAP73
NM_001244720	C2H19orf42
NM_001244719	SNAP23
NM_001244718	SNAP23
NM_001044557	S100A6
NM_001078662	SERPINF1
NM_001097509	ADSSL1
NM_001032354	LOC606743
NM_001031798	ITM2A
NM_001113702	SLA-2
NM_001102473	CALCB
NM_001101827	MKI67
NM_001101826	DOM3Z
NM_001101825	RDBP
NM_001246270	PICALM
NM_214174	ENSA
NM_214175	ARPP-19
NM_214218	DRK1
NM_214216	IMPA1
NM_214215	FABP6
NM_214170	CD59
NM_214168	STAT5B
NM_214313	TXN
NM_001098586	BLOC1S3
NM_001044616	NRAP
NM_001097493	CD72
NM_001244675	SMEK2
NM_001206359	GAPDH
NM_001199889	CEBPB
NM_001199889	CEBPB
NM_001206359	GAPDH
NM_213742	CALCB
NM_213741	TROP
NM_001244669	CCDC28A
NM_001244661	EXOSC5
NM_001244660	CTCF
NM_001244659	C5H12orf45
NM_213736	PDE3A
NM_001244658	GMPPA
NM_001267894	TAS1R2
NM_001267892	MPEG1
NM_001244652	CWC25
NR_038523	MIR378-1
NM_001129966	PG-2
NM_001129965	PMAP-36
NM_001129965	PMAP-36
NM_001113041	FADS1
NM_001144845	DDIT3
NM_001129957	CD207
NM_001113286	LOC396897
NM_001113286	LOC396897
NM_001113013	PLA2G7
NM_001113706	SLA-DRA
NM_001163060	CDH1
NM_001163060	CDH1
NM_001122990	NNAT
NM_001123099	CLK1
NM_001129951	HCRTR2
NM_001129953	DMP1
NM_001142838	TMEM173
NM_001267890	TNFAIP3
NM_001267851	TMCO3
NM_213943	PDXK
NM_001122996	OAZ3
NM_001159778	CLDN23
NM_001159777	CLDN20
NM_001123107	DOK5
NM_001243809	RGS7BP
NM_001243808	MAK16
NM_001243807	FKBP10
NM_001243807	FKBP10
NM_001243806	ARMC7
NM_001243796	NDUFS3
NM_001243805	STARD10
NM_001243803	NUDC
NM_001243793	SEPT2
NM_001243802	RAB8A
NM_001243801	PRPS2
NM_001044565	PSMB10
NM_001044565	PSMB10
NM_001097417	SLC2A2
NM_001097418	EEF1A1
NM_001097417	SLC2A2
NM_001009581	PAP7
NR_038558	MIR497
NR_038554	MIR425
NR_038546	MIR98
NR_038545	MIR365-1
NM_001130733	ADSL
NM_213896	ACY1
NM_213905	MMP25
NM_213895	GAD2
NM_214014	FOXO1
NM_213921	HEXB
NM_214040	OCT2
NM_213940	RPS18
NM_213952	AVP
NM_214051	DGAT
NM_214037	AMBN
NM_214084	VEGFA
NM_214106	ZPBP
NM_213982	CD47
NM_214080	LHB
NM_213984	SUMO2
NM_213983	TBP10
NM_213982	CD47
NM_001143700	AGPAT3
NM_001142897	PNLIPRP1
NM_001048187	DLK1
NM_001109772	INS
NR_038593	MIR30C-1
NR_038605	MIR219A
NR_038568	MIR935
NM_001114272	SIRT7
NM_001123110	EFNA1
NM_001244276	TXNL1
NM_001244274	TDRKH
NM_001244277	C3H9orf89
NM_001123077	ASPA
NM_001098600	DTNBP1
NM_213976	CD163
NM_213976	CD163
NM_213994	DLAT
NM_213976	CD163
NM_213976	CD163
NM_213976	CD163
NM_213975	FTH1
NM_213754	LOC396596
NM_213738	PGLYRP2
NM_001252048	EWSR1
NM_001246669	ITGB5
NM_001243391	UBE2V2
NM_001205042	ASB3
NM_001048186	IGFALS
NM_001045679	RLN3
NM_001243477	PSMD2
NM_001244359	MURF3
NM_001243469	TBCCD1
NM_001244357	LPAR1
NM_213744	PLET
NM_213744	PLET
NM_213745	MYOCD
NM_213745	MYOCD
NM_213750	CACNB4
NM_213750	CACNB4
NM_001256770	NLRP3
NM_214370	ADIPOQ
NM_214361	MCL1
NM_214307	HSPE1
NM_214306	HSD17B4
NM_001204900	BMPR2
NM_001204852	FPGT
NM_001204774	GPR149
NM_001204774	GPR149
NM_001204772	BRD4
NM_001204771	BHMT2
NM_001104955	LOC100125547
NM_001044607	ECH1
NM_001044608	ITGAL
NM_001044597	AK3L1
NM_001077214	STIP
NM_001044605	CACNG1
NM_001044601	RPS3
NM_001105293	MUC13
NM_001244107	SYAP1
NM_001244106	RPS10
NM_001105304	COPS4
NM_001243408	SUDS3
NM_001243398	FLYWCH2
NM_001243397	PPPDE2
NM_001244271	GRRP1
NM_001243402	RDH12
NM_001243401	ANKMY2
NM_001243390	C4H1orf162
NM_214205	IL-5
NM_214120	F5
NM_001110418	KCNA2
NM_001098587	HPS1
NM_001098585	AP3B1
NM_001243634	IL13RA2
NM_001243631	GALC
NM_001244478	LOC100158011
NM_001005152	FGL2
NM_001128460	FITM2
NM_001128459	BSCL2
NM_001128457	PRPF19
NM_001128456	CBY1
NM_001128455	LOC100144621
NM_001143704	CDK10
NM_001143697	AGPAT4
NM_001143696	PTEN
NM_001143706	ERLIN2
NM_001177907	IFNGR1
NM_001134824	CYP3A46
NM_001134824	CYP3A46
NM_001134824	CYP3A46
NM_001123080	ATM
NM_001145130	ZNF389
NM_001145379	ICAM3
NM_001145378	DNAJC6
NM_001144115	NOC3L
NM_001145222	RBP7
NM_001145221	ARF5
NM_001145220	ARF2
NM_001145218	CD82
NM_001145218	CD82
NM_001160427	ARF1
NM_001206435	PITX2
NM_001190282	ATG12
NM_001190281	ATG10
NM_001190280	ATG9B
NR_038479	MIR105-1
NM_001164736	HAVCR1
NM_001164736	HAVCR1
NM_214209	ACP5
NM_214209	ACP5
NM_214206	NPC2
NM_214196	DNASE2
NM_001243389	TOR1AIP2
NM_001258436	IER5
NM_001128446	RNF39
NM_001130019	PDE4B
NM_001177931	SPESP1
NM_001177929	SPACA4
NM_001123215	WAP-1
NM_001243219	LOC100516994
NM_001044590	PLG
NM_001244829	RPS13
NM_001244828	NGFRAP1
NM_001244827	NGFRAP1
NM_213777	DSPP
NM_001244775	CCDC104
NM_001244777	EVL
NM_213753	TSPO
NM_213756	TREM1
NM_213763	UCHL1
NM_001244776	MMACHC
NM_213771	IL10RB
NM_213771	IL10RB
NM_213771	IL10RB
NM_001123188	RBM4B
NM_001243358	MS4A7
NM_001243357	SLC25A35
NM_001243356	ANKRD46
NM_001243355	TCTEX1D1
NM_001243354	DHCR24
NM_001243353	GPATCH4
NM_001243352	SHOX2
NM_001243350	NXF1
NM_001243348	ANXA9
NM_001243347	RFXANK
NM_001243346	ART4
NM_001243639	TAF13
NM_001243638	GSTZ1
NM_001243637	C1H6orf211
NM_001243635	C5H12orf29
NM_001123127	HSP70
NM_001123161	PHEROC
NM_001166322	IFN-OMEGA-2
NM_001166320	IFN-ALPHAOMEGA
NM_001166319	IFN-ALPHA-4
NM_001166318	IFN-ALPHA-14
NM_001166318	IFN-ALPHA-14
NM_001185174	DAPL1
NM_001038006	RFN19
NM_001038007	SRSF1
NM_001206363	NCAPH2
NM_001243824	EXOSC7
NM_001243823	CDC123
NM_001246253	EIF4G1
NM_213899	FUT8
NM_214096	DUOX1
NM_213918	PROC
NM_214018	KCNN4
NM_213996	RHBG
NM_213996	RHBG
NM_214105	GUCY2C
NM_214105	GUCY2C
NM_214095	CALCRL
NM_001143710	GZMB
NM_001143709	GZMA
NM_001143709	GZMA
NM_001143698	ACSL3
NM_001143721	PFKFB1
NM_001143720	NME4
NR_035393	MIR450B
NM_001005727	BPIFA1
NM_001004035	ULBP1
NM_001044558	TMEM59
NM_001044596	KCNS3
NM_001243209	FRS2
NM_213833	CCN2
NM_001244826	MTFMT
NM_213840	LEP
NM_213833	CCN2
NM_213809	PPAG3
NM_213799	A
NM_001244823	MED11
NM_213790	DCPS
NM_001244800	CD5
NM_001244822	MRM1
NM_213778	GAL3ST2
NM_001244821	MPZL2
NM_001244820	C6H1orf174
NM_001244818	ZNF181
NR_038491	MIR29B-1
NR_038509	MIR29C
NM_001244369	SRSF10
NM_001244368	SRSF10
NM_001004033	SLC52A2
NM_001004041	TTL
NM_001044530	BECN1
NM_001044528	RNF4
NM_001123183	RAD54L
NR_038532	MIR152
NR_038538	MIR24-2
NM_001142830	C1QTNF6
NM_001142842	LGALS3
NM_001142841	LGALS13
NM_001142840	FLVCR2
NM_001142839	TNFRSF12A
NM_001137620	RPS16
NM_001142834	RSF1
NM_001142832	MAT2B
NM_001243303	BTBD9
NM_001244168	P2RY4
NM_001244965	MRPL55
NM_001244964	MRPL55
NM_001244958	TACO1
NM_001244957	RPUSD4
NM_001244957	RPUSD4
NM_001244956	LOC100514349
NM_001246267	PNPT1
NM_001246266	GLP2R
NM_213887	APCS
NM_213874	MDH1
NM_001244931	PLRG1
NR_038549	MIR192
NR_038533	MIR103-2
NR_038544	MIR365-2
NR_038542	MIR345-1
NR_038541	MIR125A
NR_038540	MIR193A
NM_001243453	ENY2
NM_001243451	C7H6orf125
NR_038569	MIR328
NM_001007518	HSP27
NM_001006592	MYLPF
NM_001130732	THBD
NM_001166042	SLC6A14
NM_001185171	C14H10orf84
NM_001185168	MRPS28
NM_001185166	HAUS1
NM_001185165	C1H6orf35
NM_001185163	ERH
NM_001195233	VIP
NM_001194981	HORMAD1
NM_001186294	APOA2
NM_001185836	LIN52
NM_001243453	ENY2
NM_001243454	ENY2
NM_001243575	CKB
NM_001243575	CKB
NM_001243573	FAM162A
NM_001244333	GRAMD3
NM_213861	IL2
NM_213858	POMC
NM_213867	IL8
NM_213862	PPBP
NM_001244923	ARMC10
NM_213873	PGA
NM_001244921	FOXRED1
NM_001244920	LRAT
NM_001244918	GALNTL1
NM_001244917	MYCBP
NR_038559	MIR195
NR_038564	MIR339-1
NR_038567	MIR432
NR_038576	MIR129A
NM_001185103	PHF6
NM_001097507	WEE1B
NM_001256778	MTPN
NM_001256776	CCL22
NM_001256774	CCL11
NR_038574	MIR324
NM_001039748	OGT
NR_038603	MIR190B
NR_038561	MIR504
NM_001048073	ARL6IP5
NM_001044560	LOC733612
NM_001044559	LOC733611
NM_001097415	LY86
NM_001044555	TMSB4X
NM_001044554	LOC733605
NM_001244102	VSIG4
NM_001244095	DARC
NM_001244104	MXD3
NM_001244094	MSL3
NM_001244471	E3
NM_001243608	LHPP
NM_001243608	LHPP
NM_001243607	TSNAX
NM_001243663	EDARADD
NM_001243662	C11H13orf30
NM_001243656	HIST1H2BD
NM_001256595	SLCO1A2
NM_001256593	GLI1
NM_001256593	GLI1
NM_001256528	PYY
NM_001256367	NPY
NM_214415	IL21
NM_214414	CYP2C33
NM_214405	MUT
